"numero_ponto","tipo","endereco","geojson","codigo_linha","nome_linha","categoria","cor","apenas_cartao"
102018,"Novo mobiliário","Praça Rui Barbosa - 470 - Guabirotuba","{""type"":""Point"",""coordinates"":[-49.271877021603,-25.435068600512]}","470","GUABIROTUBA","CONVENCIONAL","AMARELA","S"
102019,"Novo mobiliário","Praça Rui Barbosa - 475 - Canal Belém","{""type"":""Point"",""coordinates"":[-49.271812648587,-25.435187289696]}","475","CANAL BELÉM","CONVENCIONAL","AMARELA","N"
102019,"Novo mobiliário","Praça Rui Barbosa - 475 - Canal Belém","{""type"":""Point"",""coordinates"":[-49.271812648587,-25.435187289696]}","475","CANAL BELÉM","CONVENCIONAL","AMARELA","N"
102020,"Novo mobiliário","Praça Rui Barbosa - 468 - Jd Centauro","{""type"":""Point"",""coordinates"":[-49.27177777987,-25.435289023189]}","468","JD. CENTAURO","CONVENCIONAL","AMARELA","N"
102020,"Novo mobiliário","Praça Rui Barbosa - 468 - Jd Centauro","{""type"":""Point"",""coordinates"":[-49.27177777987,-25.435289023189]}","468","JD. CENTAURO","CONVENCIONAL","AMARELA","N"
102021,"Novo mobiliário","Praça Rui Barbosa - 474 - Jd Itiberê","{""type"":""Point"",""coordinates"":[-49.271721453481,-25.435384701039]}","474","JD. ITIBERÊ","CONVENCIONAL","AMARELA","N"
102021,"Novo mobiliário","Praça Rui Barbosa - 474 - Jd Itiberê","{""type"":""Point"",""coordinates"":[-49.271721453481,-25.435384701039]}","474","JD. ITIBERÊ","CONVENCIONAL","AMARELA","N"
102022,"Novo mobiliário","Praça Rui Barbosa - 471 - Vila São Paulo","{""type"":""Point"",""coordinates"":[-49.271662444882,-25.435521556566]}","471","V. SÃO PAULO","CONVENCIONAL","AMARELA","N"
102022,"Novo mobiliário","Praça Rui Barbosa - 471 - Vila São Paulo","{""type"":""Point"",""coordinates"":[-49.271662444882,-25.435521556566]}","471","V. SÃO PAULO","CONVENCIONAL","AMARELA","N"
102023,"Novo mobiliário","Praça Rui Barbosa - 467 - Vila Macedo","{""type"":""Point"",""coordinates"":[-49.271615506225,-25.435626923104]}","467","V. MACEDO","CONVENCIONAL","AMARELA","S"
102023,"Novo mobiliário","Praça Rui Barbosa - 467 - Vila Macedo","{""type"":""Point"",""coordinates"":[-49.271615506225,-25.435626923104]}","467","V. MACEDO","CONVENCIONAL","AMARELA","S"
102024,"Novo mobiliário","Praça Rui Barbosa - 472 - Uberaba","{""type"":""Point"",""coordinates"":[-49.271563203149,-25.435743189522]}","188","MAD. PILARZINHO / UBERABA","MADRUGUEIRO","MADRUGUEIRO","N"
102024,"Novo mobiliário","Praça Rui Barbosa - 472 - Uberaba","{""type"":""Point"",""coordinates"":[-49.271563203149,-25.435743189522]}","472","UBERABA","CONVENCIONAL","AMARELA","N"
102024,"Novo mobiliário","Praça Rui Barbosa - 472 - Uberaba","{""type"":""Point"",""coordinates"":[-49.271563203149,-25.435743189522]}","188","MAD. PILARZINHO / UBERABA","MADRUGUEIRO","MADRUGUEIRO","N"
102024,"Novo mobiliário","Praça Rui Barbosa - 472 - Uberaba","{""type"":""Point"",""coordinates"":[-49.271563203149,-25.435743189522]}","472","UBERABA","CONVENCIONAL","AMARELA","N"
102025,"Novo mobiliário","Praça Rui Barbosa - 365 - Jd Social/Batel  /  370-Rua XV / Barigui","{""type"":""Point"",""coordinates"":[-49.272614629083,-25.436444418977]}","365","JD. SOCIAL / BATEL","CONVENCIONAL","AMARELA","S"
102025,"Novo mobiliário","Praça Rui Barbosa - 365 - Jd Social/Batel  /  370-Rua XV / Barigui","{""type"":""Point"",""coordinates"":[-49.272614629083,-25.436444418977]}","389","MAD. TARUMÃ / AUGUSTA","MADRUGUEIRO","MADRUGUEIRO","N"
102025,"Novo mobiliário","Praça Rui Barbosa - 365 - Jd Social/Batel  /  370-Rua XV / Barigui","{""type"":""Point"",""coordinates"":[-49.272614629083,-25.436444418977]}","370","RUA XV / BARIGUI","CONVENCIONAL","AMARELA","N"
102026,"Novo mobiliário","Praça Rui Barbosa - 165 - Universidades - 180 - Água Verde/Abranches - 285 - Juvevê/Água Verde","{""type"":""Point"",""coordinates"":[-49.272802383714,-25.436527028414]}","165","UNIVERSIDADES","CONVENCIONAL","AMARELA","S"
102026,"Novo mobiliário","Praça Rui Barbosa - 165 - Universidades - 180 - Água Verde/Abranches - 285 - Juvevê/Água Verde","{""type"":""Point"",""coordinates"":[-49.272802383714,-25.436527028414]}","285","JUVEVÊ / ÁGUA VERDE","CONVENCIONAL","AMARELA","S"
102026,"Novo mobiliário","Praça Rui Barbosa - 165 - Universidades - 180 - Água Verde/Abranches - 285 - Juvevê/Água Verde","{""type"":""Point"",""coordinates"":[-49.272802383714,-25.436527028414]}","180","ÁGUA VERDE/ ABRANCHES","CONVENCIONAL","AMARELA","N"
102027,"Novo mobiliário","Praça Rui Barbosa - 385 - Cristo Rei","{""type"":""Point"",""coordinates"":[-49.273029030375,-25.436612761883]}","385","CRISTO REI","CONVENCIONAL","AMARELA","S"
102027,"Novo mobiliário","Praça Rui Barbosa - 385 - Cristo Rei","{""type"":""Point"",""coordinates"":[-49.273029030375,-25.436612761883]}","385","CRISTO REI","CONVENCIONAL","AMARELA","S"
102028,"Novo mobiliário","Praça Rui Barbosa - 671 - Portão","{""type"":""Point"",""coordinates"":[-49.273804188781,-25.436659994742]}","671","PORTÃO","CONVENCIONAL","AMARELA","S"
102028,"Novo mobiliário","Praça Rui Barbosa - 671 - Portão","{""type"":""Point"",""coordinates"":[-49.273804188781,-25.436659994742]}","671","PORTÃO","CONVENCIONAL","AMARELA","S"
102028,"Novo mobiliário","Praça Rui Barbosa - 671 - Portão","{""type"":""Point"",""coordinates"":[-49.273804188781,-25.436659994742]}","689","MAD. S. PEDRO / R. NEGRO","MADRUGUEIRO","MADRUGUEIRO","N"
102029,"Novo mobiliário","Praça Rui Barbosa - 673 - Formosa","{""type"":""Point"",""coordinates"":[-49.273995966726,-25.436732660643]}","673","FORMOSA","CONVENCIONAL","AMARELA","S"
102029,"Novo mobiliário","Praça Rui Barbosa - 673 - Formosa","{""type"":""Point"",""coordinates"":[-49.273995966726,-25.436732660643]}","673","FORMOSA","CONVENCIONAL","AMARELA","S"
102030,"Novo mobiliário","Praça Rui Barbosa - 674 - Nsa. Sra. Da Luz","{""type"":""Point"",""coordinates"":[-49.274183721357,-25.436806537598]}","674","NSA. SRA. DA LUZ","CONVENCIONAL","AMARELA","N"
102030,"Novo mobiliário","Praça Rui Barbosa - 674 - Nsa. Sra. Da Luz","{""type"":""Point"",""coordinates"":[-49.274183721357,-25.436806537598]}","674","NSA. SRA. DA LUZ","CONVENCIONAL","AMARELA","N"
102031,"Novo mobiliário","Praça Rui Barbosa - 860 - Vila Sandra","{""type"":""Point"",""coordinates"":[-49.274457306676,-25.436801693209]}","860","V. SANDRA","CONVENCIONAL","AMARELA","N"
102031,"Novo mobiliário","Praça Rui Barbosa - 860 - Vila Sandra","{""type"":""Point"",""coordinates"":[-49.274457306676,-25.436801693209]}","609","MAD. CIC","MADRUGUEIRO","MADRUGUEIRO","N"
102031,"Novo mobiliário","Praça Rui Barbosa - 860 - Vila Sandra","{""type"":""Point"",""coordinates"":[-49.274457306676,-25.436801693209]}","860","V. SANDRA","CONVENCIONAL","AMARELA","N"
102031,"Novo mobiliário","Praça Rui Barbosa - 860 - Vila Sandra","{""type"":""Point"",""coordinates"":[-49.274457306676,-25.436801693209]}","609","MAD. CIC","MADRUGUEIRO","MADRUGUEIRO","N"
102031,"Novo mobiliário","Praça Rui Barbosa - 860 - Vila Sandra","{""type"":""Point"",""coordinates"":[-49.274457306676,-25.436801693209]}","609","MAD. CIC","MADRUGUEIRO","MADRUGUEIRO","N"
102031,"Novo mobiliário","Praça Rui Barbosa - 860 - Vila Sandra","{""type"":""Point"",""coordinates"":[-49.274457306676,-25.436801693209]}","609","MAD. CIC","MADRUGUEIRO","MADRUGUEIRO","N"
102032,"Novo mobiliário","Praça Rui Barbosa - 861 - Tramontina","{""type"":""Point"",""coordinates"":[-49.274535090738,-25.436623661775]}","861","TRAMONTINA","CONVENCIONAL","AMARELA","S"
102032,"Novo mobiliário","Praça Rui Barbosa - 861 - Tramontina","{""type"":""Point"",""coordinates"":[-49.274535090738,-25.436623661775]}","861","TRAMONTINA","CONVENCIONAL","AMARELA","S"
102033,"Novo mobiliário","Praça Rui Barbosa - 670 - São Jorge","{""type"":""Point"",""coordinates"":[-49.274620921426,-25.436437152371]}","670","SÃO JORGE","CONVENCIONAL","AMARELA","S"
102033,"Novo mobiliário","Praça Rui Barbosa - 670 - São Jorge","{""type"":""Point"",""coordinates"":[-49.274620921426,-25.436437152371]}","609","MAD. CIC","MADRUGUEIRO","MADRUGUEIRO","N"
102033,"Novo mobiliário","Praça Rui Barbosa - 670 - São Jorge","{""type"":""Point"",""coordinates"":[-49.274620921426,-25.436437152371]}","609","MAD. CIC","MADRUGUEIRO","MADRUGUEIRO","N"
102033,"Novo mobiliário","Praça Rui Barbosa - 670 - São Jorge","{""type"":""Point"",""coordinates"":[-49.274620921426,-25.436437152371]}","670","SÃO JORGE","CONVENCIONAL","AMARELA","S"
102034,"Novo mobiliário","Praça Rui Barbosa, 632 - Centro","{""type"":""Point"",""coordinates"":[-49.274807334953,-25.435714122928]}","001","CIRCULAR CENTRO (HORÁRIO)","CIRCULAR CENTRO","BRANCA","S"
102035,"Novo mobiliário","Praça Rui Barbosa - 285 - Juvevê / Água Verde","{""type"":""Point"",""coordinates"":[-49.273523897939,-25.435186078583]}","285","JUVEVÊ / ÁGUA VERDE","CONVENCIONAL","AMARELA","S"
102036,"Novo mobiliário","Praça Rui Barbosa - 180 - Água Verde/Abranches","{""type"":""Point"",""coordinates"":[-49.273320050054,-25.435106145063]}","180","ÁGUA VERDE/ ABRANCHES","CONVENCIONAL","AMARELA","N"
102037,"Novo mobiliário","Praça Rui Barbosa - 265 - Ahú Los Angeles / 289-Mad.Jd.Graziela","{""type"":""Point"",""coordinates"":[-49.27314034205,-25.43503105595]}","265","AHÚ / LOS ANGELES","CONVENCIONAL","AMARELA","S"
102038,"Novo mobiliário","Praça Rui Barbosa - 387 - Palotinos","{""type"":""Point"",""coordinates"":[-49.272982091718,-25.434963233486]}","387","PALOTINOS","CONVENCIONAL","AMARELA","S"
102038,"Novo mobiliário","Praça Rui Barbosa - 387 - Palotinos","{""type"":""Point"",""coordinates"":[-49.272982091718,-25.434963233486]}","387","PALOTINOS","CONVENCIONAL","AMARELA","S"
102039,"Novo mobiliário","Praça Rui Barbosa - 465 - Erasto Gaetner","{""type"":""Point"",""coordinates"":[-49.272738010698,-25.434871188651]}","889","MAD. SÃO BRÁZ","MADRUGUEIRO","MADRUGUEIRO","N"
102039,"Novo mobiliário","Praça Rui Barbosa - 465 - Erasto Gaetner","{""type"":""Point"",""coordinates"":[-49.272738010698,-25.434871188651]}","465","ERASTO  GAERTNER","CONVENCIONAL","AMARELA","N"
102039,"Novo mobiliário","Praça Rui Barbosa - 465 - Erasto Gaetner","{""type"":""Point"",""coordinates"":[-49.272738010698,-25.434871188651]}","889","MAD. SÃO BRÁZ","MADRUGUEIRO","MADRUGUEIRO","N"
102039,"Novo mobiliário","Praça Rui Barbosa - 465 - Erasto Gaetner","{""type"":""Point"",""coordinates"":[-49.272738010698,-25.434871188651]}","465","ERASTO  GAERTNER","CONVENCIONAL","AMARELA","N"
102040,"Novo mobiliário","Praça Rui Barbosa - 461 - Santa Bárbara","{""type"":""Point"",""coordinates"":[-49.272469789796,-25.434760976981]}","461","STA. BARBARA","CONVENCIONAL","AMARELA","S"
102040,"Novo mobiliário","Praça Rui Barbosa - 461 - Santa Bárbara","{""type"":""Point"",""coordinates"":[-49.272469789796,-25.434760976981]}","461","STA. BARBARA","CONVENCIONAL","AMARELA","S"
102041,"Novo mobiliário","Praça Rui Barbosa - 462 - Petrópolis","{""type"":""Point"",""coordinates"":[-49.272335679345,-25.434700421075]}","462","PETRÓPOLIS","CONVENCIONAL","AMARELA","N"
102041,"Novo mobiliário","Praça Rui Barbosa - 462 - Petrópolis","{""type"":""Point"",""coordinates"":[-49.272335679345,-25.434700421075]}","462","PETRÓPOLIS","CONVENCIONAL","AMARELA","N"
102041,"Novo mobiliário","Praça Rui Barbosa - 462 - Petrópolis","{""type"":""Point"",""coordinates"":[-49.272335679345,-25.434700421075]}","462","PETRÓPOLIS","CONVENCIONAL","AMARELA","N"
102041,"Novo mobiliário","Praça Rui Barbosa - 462 - Petrópolis","{""type"":""Point"",""coordinates"":[-49.272335679345,-25.434700421075]}","462","PETRÓPOLIS","CONVENCIONAL","AMARELA","N"
102042,"Especial Madrugueiro","Praça Rui Barbosa - 989 - Madrugueiro Santa Felicidade","{""type"":""Point"",""coordinates"":[-49.273102283478,-25.435160423167]}","989","MAD. STA. FELICIDADE","MADRUGUEIRO","MADRUGUEIRO","N"
102042,"Especial Madrugueiro","Praça Rui Barbosa - 989 - Madrugueiro Santa Felicidade","{""type"":""Point"",""coordinates"":[-49.273102283478,-25.435160423167]}","989","MAD. STA. FELICIDADE","MADRUGUEIRO","MADRUGUEIRO","N"
102043,"Especial Madrugueiro","Praça Rui Barbosa - 638 - Mad Pinheirinho","{""type"":""Point"",""coordinates"":[-49.273520708084,-25.436303709165]}","608","MAD. PINHEIRINHO","MADRUGUEIRO","MADRUGUEIRO","N"
102043,"Especial Madrugueiro","Praça Rui Barbosa - 638 - Mad Pinheirinho","{""type"":""Point"",""coordinates"":[-49.273520708084,-25.436303709165]}","608","MAD. PINHEIRINHO","MADRUGUEIRO","MADRUGUEIRO","N"
102044,"Especial Madrugueiro","Praça Rui Barbosa - 809 - Mad. Campo Comprido","{""type"":""Point"",""coordinates"":[-49.274628460407,-25.435780511835]}","809","MAD. CAMPO COMPRIDO","MADRUGUEIRO","MADRUGUEIRO","N"
102044,"Especial Madrugueiro","Praça Rui Barbosa - 809 - Mad. Campo Comprido","{""type"":""Point"",""coordinates"":[-49.274628460407,-25.435780511835]}","809","MAD. CAMPO COMPRIDO","MADRUGUEIRO","MADRUGUEIRO","N"
102045,"Especial Madrugueiro","Praça Rui Barbosa - 309 - Mad. Centenári","{""type"":""Point"",""coordinates"":[-49.274824261666,-25.436036055259]}","309","MAD. CENTENÁRIO","MADRUGUEIRO","MADRUGUEIRO","N"
102045,"Especial Madrugueiro","Praça Rui Barbosa - 309 - Mad. Centenári","{""type"":""Point"",""coordinates"":[-49.274824261666,-25.436036055259]}","309","MAD. CENTENÁRIO","MADRUGUEIRO","MADRUGUEIRO","N"
102046,"Especial Madrugueiro","Praça Rui Barbosa - 308 - Mad. Centenário","{""type"":""Point"",""coordinates"":[-49.274792075157,-25.436084499449]}","308","MAD. CENTENÁRIO / RUI BARBOSA","MADRUGUEIRO","MADRUGUEIRO","N"
102046,"Especial Madrugueiro","Praça Rui Barbosa - 308 - Mad. Centenário","{""type"":""Point"",""coordinates"":[-49.274792075157,-25.436084499449]}","308","MAD. CENTENÁRIO / RUI BARBOSA","MADRUGUEIRO","MADRUGUEIRO","N"
102241,"Novo mobiliário","Rua José Loureiro - 464 - A. Munhoz / Jd. Botânico","{""type"":""Point"",""coordinates"":[-49.272350252813,-25.43354020745]}","464","A. MUNHOZ / J. BOTÂNICO","CONVENCIONAL","AMARELA","S"
103003,"Novo mobiliário","Praça 19 de Dezembro - 002 - Circular Centro","{""type"":""Point"",""coordinates"":[-49.269560755438,-25.425255792902]}","002","CIRCULAR CENTRO (ANTI-HORÁRIO)","CIRCULAR CENTRO","BRANCA","S"
103003,"Novo mobiliário","Praça 19 de Dezembro - 002 - Circular Centro","{""type"":""Point"",""coordinates"":[-49.269560755438,-25.425255792902]}","002","CIRCULAR CENTRO (ANTI-HORÁRIO)","CIRCULAR CENTRO","BRANCA","S"
103004,"Novo mobiliário","Praça 19 de dezembro - 466 - Estudantes","{""type"":""Point"",""coordinates"":[-49.269543321079,-25.425189992512]}","466","ESTUDANTES","CONVENCIONAL","AMARELA","S"
103004,"Novo mobiliário","Praça 19 de dezembro - 466 - Estudantes","{""type"":""Point"",""coordinates"":[-49.269543321079,-25.425189992512]}","466","ESTUDANTES","CONVENCIONAL","AMARELA","S"
103004,"Novo mobiliário","Praça 19 de dezembro - 466 - Estudantes","{""type"":""Point"",""coordinates"":[-49.269543321079,-25.425189992512]}","466","ESTUDANTES","CONVENCIONAL","AMARELA","S"
103004,"Novo mobiliário","Praça 19 de dezembro - 466 - Estudantes","{""type"":""Point"",""coordinates"":[-49.269543321079,-25.425189992512]}","466","ESTUDANTES","CONVENCIONAL","AMARELA","S"
103008,"Especial Madrugueiro","Praça 19 de Dezembro, 521 - Centro","{""type"":""Point"",""coordinates"":[-49.269560426474,-25.425266428363]}","189","MAD. ABRANCHES","MADRUGUEIRO","MADRUGUEIRO","N"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","180","ÁGUA VERDE/ ABRANCHES","CONVENCIONAL","AMARELA","N"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","280","NOSSA SRA. DE NAZARÉ","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","181","MATEUS LEME","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","285","JUVEVÊ / ÁGUA VERDE","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","182","ABRANCHES","TRONCAL","AMARELA","N"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","189","MAD. ABRANCHES","MADRUGUEIRO","MADRUGUEIRO","N"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","183","JD. CHAPARRAL","CONVENCIONAL","AMARELA","N"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","270","FERNANDO DE NORONHA","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","266","ESTRIBO AHÚ","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","184","V. SUIÇA","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","274","STA. GEMA","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","272","PAINEIRAS","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","205","BARREIRINHA","TRONCAL","AMARELA","N"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","260","MAL. HERMES / STA. EFIGÊNIA","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","265","AHÚ / LOS ANGELES","CONVENCIONAL","AMARELA","S"
103155,"Novo mobiliário","Av. Cândido de Abreu, 51  - Centro Cívico","{""type"":""Point"",""coordinates"":[-49.270048917478,-25.423600052884]}","271","LARANJEIRAS","CONVENCIONAL","AMARELA","S"
103194,"Novo mobiliário","Rua José de Oliveira Franco, 1942 - Bairro Alto","{""type"":""Point"",""coordinates"":[-49.204796136564,-25.415861256104]}","030","INTERBAIRROS III","INTERBAIRROS","VERDE","N"
103194,"Novo mobiliário","Rua José de Oliveira Franco, 1942 - Bairro Alto","{""type"":""Point"",""coordinates"":[-49.204796136564,-25.415861256104]}","373","ALTO TARUMÃ","TRONCAL","AMARELA","N"
103194,"Novo mobiliário","Rua José de Oliveira Franco, 1942 - Bairro Alto","{""type"":""Point"",""coordinates"":[-49.204796136564,-25.415861256104]}","375","SAGRADO CORAÇÃO","TRONCAL","AMARELA","N"
103195,"Novo mobiliário","Rua José de Oliveira Franco, 1941 - Bairro Alto","{""type"":""Point"",""coordinates"":[-49.204687507099,-25.415742547887]}","030","INTERBAIRROS III","INTERBAIRROS","VERDE","N"
103195,"Novo mobiliário","Rua José de Oliveira Franco, 1941 - Bairro Alto","{""type"":""Point"",""coordinates"":[-49.204687507099,-25.415742547887]}","373","ALTO TARUMÃ","TRONCAL","AMARELA","N"
103195,"Novo mobiliário","Rua José de Oliveira Franco, 1941 - Bairro Alto","{""type"":""Point"",""coordinates"":[-49.204687507099,-25.415742547887]}","375","SAGRADO CORAÇÃO","TRONCAL","AMARELA","N"
103201,"Novo mobiliário","Praça Carlos Gomes - 365 - Jd. Social / Batel","{""type"":""Point"",""coordinates"":[-49.27076640839,-25.433020631525]}","365","JD. SOCIAL / BATEL","CONVENCIONAL","AMARELA","S"
103202,"Novo mobiliário","Praça Carlos Gomes - 370-Rua XV / Barigui","{""type"":""Point"",""coordinates"":[-49.270719469732,-25.432998831087]}","370","RUA XV / BARIGUI","CONVENCIONAL","AMARELA","N"
103203,"Novo mobiliário","Praça Carlos Gomes - 372 - Tarumã","{""type"":""Point"",""coordinates"":[-49.270525009579,-25.432935852023]}","372","TARUMÃ","TRONCAL","AMARELA","N"
103203,"Novo mobiliário","Praça Carlos Gomes - 372 - Tarumã","{""type"":""Point"",""coordinates"":[-49.270525009579,-25.432935852023]}","372","TARUMÃ","TRONCAL","AMARELA","N"
103205,"Novo mobiliário","Praça Carlos Gomes - 373 - Alto Tarumã","{""type"":""Point"",""coordinates"":[-49.270401627964,-25.432889828841]}","373","ALTO TARUMÃ","TRONCAL","AMARELA","N"
103205,"Novo mobiliário","Praça Carlos Gomes - 373 - Alto Tarumã","{""type"":""Point"",""coordinates"":[-49.270401627964,-25.432889828841]}","373","ALTO TARUMÃ","TRONCAL","AMARELA","N"
103206,"Novo mobiliário","Praça Carlos Gomes - 386-Cajuru","{""type"":""Point"",""coordinates"":[-49.27027556414,-25.432848650189]}","386","CAJURU","CONVENCIONAL","AMARELA","S"
103206,"Novo mobiliário","Praça Carlos Gomes - 386-Cajuru","{""type"":""Point"",""coordinates"":[-49.27027556414,-25.432848650189]}","386","CAJURU","CONVENCIONAL","AMARELA","S"
103207,"Novo mobiliário","Praça Carlos Gomes - 463-Solitude","{""type"":""Point"",""coordinates"":[-49.270181686825,-25.432814738347]}","463","SOLITUDE","CONVENCIONAL","AMARELA","N"
103207,"Novo mobiliário","Praça Carlos Gomes - 463-Solitude","{""type"":""Point"",""coordinates"":[-49.270181686825,-25.432814738347]}","463","SOLITUDE","CONVENCIONAL","AMARELA","N"
103242,"Novo mobiliário","Rua José Loureiro - 160-Jd. Mercês / Guanabara","{""type"":""Point"",""coordinates"":[-49.272244305557,-25.433505084673]}","160","JD. MERCÊS / GUANABARA","CONVENCIONAL","AMARELA","N"
103243,"Novo mobiliário","Rua José Loureiro - 175-Bom Retiro / PUC","{""type"":""Point"",""coordinates"":[-49.272047163195,-25.433406983068]}","188","MAD. PILARZINHO / UBERABA","MADRUGUEIRO","MADRUGUEIRO","N"
103243,"Novo mobiliário","Rua José Loureiro - 175-Bom Retiro / PUC","{""type"":""Point"",""coordinates"":[-49.272047163195,-25.433406983068]}","175","BOM RETIRO / PUC","CONVENCIONAL","AMARELA","F"
103244,"Domus","Rua José Loureiro - 389 - Madrugueiro Tarumã / Augusta","{""type"":""Point"",""coordinates"":[-49.270474531707,-25.432913331797]}","389","MAD. TARUMÃ / AUGUSTA","MADRUGUEIRO","MADRUGUEIRO","N"
103245,"Novo mobiliário","Rua José Loureiro - 165-Universidades","{""type"":""Point"",""coordinates"":[-49.272159160041,-25.433451794922]}","165","UNIVERSIDADES","CONVENCIONAL","AMARELA","S"
103271,"Novo mobiliário","Marechal Floriano Peixoto - 160 - Marechal Hermes / Santa Efigênia","{""type"":""Point"",""coordinates"":[-49.270962209648,-25.432753900975]}","188","MAD. PILARZINHO / UBERABA","MADRUGUEIRO","MADRUGUEIRO","N"
103271,"Novo mobiliário","Marechal Floriano Peixoto - 160 - Marechal Hermes / Santa Efigênia","{""type"":""Point"",""coordinates"":[-49.270962209648,-25.432753900975]}","989","MAD. STA. FELICIDADE","MADRUGUEIRO","MADRUGUEIRO","N"
103271,"Novo mobiliário","Marechal Floriano Peixoto - 160 - Marechal Hermes / Santa Efigênia","{""type"":""Point"",""coordinates"":[-49.270962209648,-25.432753900975]}","260","MAL. HERMES / STA. EFIGÊNIA","CONVENCIONAL","AMARELA","S"
103271,"Novo mobiliário","Marechal Floriano Peixoto - 160 - Marechal Hermes / Santa Efigênia","{""type"":""Point"",""coordinates"":[-49.270962209648,-25.432753900975]}","260","MAL. HERMES / STA. EFIGÊNIA","CONVENCIONAL","AMARELA","S"
